A	filename	PSG filename
KP	cyc6_N3_avg_freq_Hz	Cycle 6 - Spindle average frequency (Hz) counting peaks in N3 stage.
KQ	cyc6_R_avg_freq_Hz	Cycle 6 - Spindle average frequency (Hz) counting peaks in REM stage.
KR	cyc6_avg_freq_Hz	Cycle 6 - Spindle average frequency (Hz) counting peaks in all stages.
KS	cyc6_N1_amp_pkpk_uV	Cycle 6 - Average peak-to-peak amplitude (µV) in N1 stage.
KT	cyc6_N2_amp_pkpk_uV	Cycle 6 - Average peak-to-peak amplitude (µV) in N2 stage.
KU	cyc6_N3_amp_pkpk_uV	Cycle 6 - Average peak-to-peak amplitude (µV) in N3 stage.
KV	cyc6_R_amp_pkpk_uV	Cycle 6 - Average peak-to-peak amplitude (µV) in REM stage.
KW	cyc6_amp_pkpk_uV	Cycle 6 - Average peak-to-peak amplitude (µV) in all stages
KX	cyc6_N1_amp_rms_uV	Cycle 6 - Average rms amplitude (µV) in N1 stage.
KY	cyc6_N2_amp_rms_uV	Cycle 6 - Average rms amplitude (µV) in N2 stage.
KZ	cyc6_N3_amp_rms_uV	Cycle 6 - Average rms amplitude (µV) in N3 stage.
LA	cyc6_R_amp_rms_uV	Cycle 6 - Average rms amplitude (µV) in REM stage.
LB	cyc6_amp_rms_uV	Cycle 6 - Average rms (Root Mean Square) amplitude (µV) in all stages
LC	cyc7_valid_min	Cycle 7 - Valid (no artifact) duration (min) available for detection minus the REM periods if excluded.
LD	cyc7_N1_valid_min	Cycle 7 - Valid (no artifact) duration (min) in N1 stage available for detection minus the REM periods if excluded.
LE	cyc7_N2_valid_min	Cycle 7 - Valid (no artifact) duration (min) in N2 stage available for detection minus the REM periods if excluded.
LF	cyc7_N3_valid_min	Cycle 7 - Valid (no artifact) duration (min) in N3 stage available for detection minus the REM periods if excluded.
LG	cyc7_R_valid_min	Cycle 7 - Valid (no artifact) duration (min) in REM stage available for detection.
LH	cyc7_min	Cycle 7 duration (min) minus the REM periods if excluded.
LI	cyc7_N1_spindle_count	Cycle 7 - Sleep spindle count in N1 stage.
LJ	cyc7_N2_spindle_count	Cycle 7 - Sleep spindle count in N2 stage.
LK	cyc7_N3_spindle_count	Cycle 7 - Sleep spindle count in N3 stage.
LL	cyc7_R_spindle_count	Cycle 7 - Sleep spindle count in REM stage.
LM	cyc7_spindle_count	Cycle 7 - Sleep spindle count in all stages.
LN	cyc7_N1_density	Cycle 7 - Spindle density (count/min) in N1 stage.
LO	cyc7_N2_density	Cycle 7 - Spindle density (count/min) in N2 stage.
LP	cyc7_N3_density	Cycle 7 - Spindle density (count/min) in N3 stage.
LQ	cyc7_R_density	Cycle 7 - Spindle density (count/min) in REM stage.
LR	cyc7_density	Cycle 7 - Spindle density (count/min) in all stages.
LS	cyc7_N1_spindle_sec	Cycle 7 - Average spindle duration (s) in N1 stage.
LT	cyc7_N2_spindle_sec	Cycle 7 - Average spindle duration (s) in N2 stage.
LU	cyc7_N3_spindle_sec	Cycle 7 - Average spindle duration (s) in N3 stage.
LV	cyc7_R_spindle_sec	Cycle 7 - Average spindle duration (s) in REM stage.
LW	cyc7_spindle_sec	Cycle 7 - Average spindle duration (s) in all stages.
LX	cyc7_N1_dom_freq_Hz	Cycle 7 - Spindle dominant frequency (Hz) where spectral energy is maximum in N1 stage.
LY	cyc7_N2_dom_freq_Hz	Cycle 7 - Spindle dominant frequency (Hz) where spectral energy is maximum in N2 stage.
LZ	cyc7_N3_dom_freq_Hz	Cycle 7 - Spindle dominant frequency (Hz) where spectral energy is maximum in N3 stage.
MA	cyc7_R_dom_freq_Hz	Cycle 7 - Spindle dominant frequency (Hz) where spectral energy is maximum in REM stage.
MB	cyc7_dom_freq_Hz	Cycle 7 - Spindle dominant frequency (Hz) where spectral energy is maximum in all stages.
MC	cyc7_N1_avg_freq_Hz	Cycle 7 - Spindle average frequency (Hz) counting peaks in N1 stage.
MD	cyc7_N2_avg_freq_Hz	Cycle 7 - Spindle average frequency (Hz) counting peaks in N2 stage.
ME	cyc7_N3_avg_freq_Hz	Cycle 7 - Spindle average frequency (Hz) counting peaks in N3 stage.
MF	cyc7_R_avg_freq_Hz	Cycle 7 - Spindle average frequency (Hz) counting peaks in REM stage.
MG	cyc7_avg_freq_Hz	Cycle 7 - Spindle average frequency (Hz) counting peaks in all stages.
MH	cyc7_N1_amp_pkpk_uV	Cycle 7 - Average peak-to-peak amplitude (µV) in N1 stage.
MI	cyc7_N2_amp_pkpk_uV	Cycle 7 - Average peak-to-peak amplitude (µV) in N2 stage.
MJ	cyc7_N3_amp_pkpk_uV	Cycle 7 - Average peak-to-peak amplitude (µV) in N3 stage.
MK	cyc7_R_amp_pkpk_uV	Cycle 7 - Average peak-to-peak amplitude (µV) in REM stage.
ML	cyc7_amp_pkpk_uV	Cycle 7 - Average peak-to-peak amplitude (µV) in all stages
MM	cyc7_N1_amp_rms_uV	Cycle 7 - Average rms amplitude (µV) in N1 stage.
MN	cyc7_N2_amp_rms_uV	Cycle 7 - Average rms amplitude (µV) in N2 stage.
MO	cyc7_N3_amp_rms_uV	Cycle 7 - Average rms amplitude (µV) in N3 stage.
MP	cyc7_R_amp_rms_uV	Cycle 7 - Average rms amplitude (µV) in REM stage.
MQ	cyc7_amp_rms_uV	Cycle 7 - Average rms (Root Mean Square) amplitude (µV) in all stages
MR	cyc8_valid_min	Cycle 8 - Valid (no artifact) duration (min) available for detection minus the REM periods if excluded.
MS	cyc8_N1_valid_min	Cycle 8 - Valid (no artifact) duration (min) in N1 stage available for detection minus the REM periods if excluded.
MT	cyc8_N2_valid_min	Cycle 8 - Valid (no artifact) duration (min) in N2 stage available for detection minus the REM periods if excluded.
MU	cyc8_N3_valid_min	Cycle 8 - Valid (no artifact) duration (min) in N3 stage available for detection minus the REM periods if excluded.
MV	cyc8_R_valid_min	Cycle 8 - Valid (no artifact) duration (min) in REM stage available for detection.
MW	cyc8_min	Cycle 8 duration (min) minus the REM periods if excluded.
MX	cyc8_N1_spindle_count	Cycle 8 - Sleep spindle count in N1 stage.
MY	cyc8_N2_spindle_count	Cycle 8 - Sleep spindle count in N2 stage.
MZ	cyc8_N3_spindle_count	Cycle 8 - Sleep spindle count in N3 stage.
NA	cyc8_R_spindle_count	Cycle 8 - Sleep spindle count in REM stage.
NB	cyc8_spindle_count	Cycle 8 - Sleep spindle count in all stages.
NC	cyc8_N1_density	Cycle 8 - Spindle density (count/min) in N1 stage.
ND	cyc8_N2_density	Cycle 8 - Spindle density (count/min) in N2 stage.
NE	cyc8_N3_density	Cycle 8 - Spindle density (count/min) in N3 stage.
NF	cyc8_R_density	Cycle 8 - Spindle density (count/min) in REM stage.
NG	cyc8_density	Cycle 8 - Spindle density (count/min) in all stages.
NH	cyc8_N1_spindle_sec	Cycle 8 - Average spindle duration (s) in N1 stage.
NI	cyc8_N2_spindle_sec	Cycle 8 - Average spindle duration (s) in N2 stage.
NJ	cyc8_N3_spindle_sec	Cycle 8 - Average spindle duration (s) in N3 stage.
NK	cyc8_R_spindle_sec	Cycle 8 - Average spindle duration (s) in REM stage.
NL	cyc8_spindle_sec	Cycle 8 - Average spindle duration (s) in all stages.
NM	cyc8_N1_dom_freq_Hz	Cycle 8 - Spindle dominant frequency (Hz) where spectral energy is maximum in N1 stage.
NN	cyc8_N2_dom_freq_Hz	Cycle 8 - Spindle dominant frequency (Hz) where spectral energy is maximum in N2 stage.
NO	cyc8_N3_dom_freq_Hz	Cycle 8 - Spindle dominant frequency (Hz) where spectral energy is maximum in N3 stage.
NP	cyc8_R_dom_freq_Hz	Cycle 8 - Spindle dominant frequency (Hz) where spectral energy is maximum in REM stage.
NQ	cyc8_dom_freq_Hz	Cycle 8 - Spindle dominant frequency (Hz) where spectral energy is maximum in all stages.
NR	cyc8_N1_avg_freq_Hz	Cycle 8 - Spindle average frequency (Hz) counting peaks in N1 stage.
NS	cyc8_N2_avg_freq_Hz	Cycle 8 - Spindle average frequency (Hz) counting peaks in N2 stage.
NT	cyc8_N3_avg_freq_Hz	Cycle 8 - Spindle average frequency (Hz) counting peaks in N3 stage.
NU	cyc8_R_avg_freq_Hz	Cycle 8 - Spindle average frequency (Hz) counting peaks in REM stage.
NV	cyc8_avg_freq_Hz	Cycle 8 - Spindle average frequency (Hz) counting peaks in all stages.
NW	cyc8_N1_amp_pkpk_uV	Cycle 8 - Average peak-to-peak amplitude (µV) in N1 stage.
NX	cyc8_N2_amp_pkpk_uV	Cycle 8 - Average peak-to-peak amplitude (µV) in N2 stage.
NY	cyc8_N3_amp_pkpk_uV	Cycle 8 - Average peak-to-peak amplitude (µV) in N3 stage.
NZ	cyc8_R_amp_pkpk_uV	Cycle 8 - Average peak-to-peak amplitude (µV) in REM stage.
OA	cyc8_amp_pkpk_uV	Cycle 8 - Average peak-to-peak amplitude (µV) in all stages
OB	cyc8_N1_amp_rms_uV	Cycle 8 - Average rms amplitude (µV) in N1 stage.
OC	cyc8_N2_amp_rms_uV	Cycle 8 - Average rms amplitude (µV) in N2 stage.
OD	cyc8_N3_amp_rms_uV	Cycle 8 - Average rms amplitude (µV) in N3 stage.
OE	cyc8_R_amp_rms_uV	Cycle 8 - Average rms amplitude (µV) in REM stage.
OF	cyc8_amp_rms_uV	Cycle 8 - Average rms (Root Mean Square) amplitude (µV) in all stages
OG	cyc9_valid_min	Cycle 9 - Valid (no artifact) duration (min) available for detection minus the REM periods if excluded.
OH	cyc9_N1_valid_min	Cycle 9 - Valid (no artifact) duration (min) in N1 stage available for detection minus the REM periods if excluded.
OI	cyc9_N2_valid_min	Cycle 9 - Valid (no artifact) duration (min) in N2 stage available for detection minus the REM periods if excluded.
OJ	cyc9_N3_valid_min	Cycle 9 - Valid (no artifact) duration (min) in N3 stage available for detection minus the REM periods if excluded.
OK	cyc9_R_valid_min	Cycle 9 - Valid (no artifact) duration (min) in REM stage available for detection.
OL	cyc9_min	Cycle 9 duration (min) minus the REM periods if excluded.
OM	cyc9_N1_spindle_count	Cycle 9 - Sleep spindle count in N1 stage.
ON	cyc9_N2_spindle_count	Cycle 9 - Sleep spindle count in N2 stage.
OO	cyc9_N3_spindle_count	Cycle 9 - Sleep spindle count in N3 stage.
OP	cyc9_R_spindle_count	Cycle 9 - Sleep spindle count in REM stage.
OQ	cyc9_spindle_count	Cycle 9 - Sleep spindle count in all stages.
OR	cyc9_N1_density	Cycle 9 - Spindle density (count/min) in N1 stage.
OS	cyc9_N2_density	Cycle 9 - Spindle density (count/min) in N2 stage.
OT	cyc9_N3_density	Cycle 9 - Spindle density (count/min) in N3 stage.
OU	cyc9_R_density	Cycle 9 - Spindle density (count/min) in REM stage.
OV	cyc9_density	Cycle 9 - Spindle density (count/min) in all stages.
OW	cyc9_N1_spindle_sec	Cycle 9 - Average spindle duration (s) in N1 stage.
OX	cyc9_N2_spindle_sec	Cycle 9 - Average spindle duration (s) in N2 stage.
OY	cyc9_N3_spindle_sec	Cycle 9 - Average spindle duration (s) in N3 stage.
OZ	cyc9_R_spindle_sec	Cycle 9 - Average spindle duration (s) in REM stage.
PA	cyc9_spindle_sec	Cycle 9 - Average spindle duration (s) in all stages.
PB	cyc9_N1_dom_freq_Hz	Cycle 9 - Spindle dominant frequency (Hz) where spectral energy is maximum in N1 stage.
PC	cyc9_N2_dom_freq_Hz	Cycle 9 - Spindle dominant frequency (Hz) where spectral energy is maximum in N2 stage.
PD	cyc9_N3_dom_freq_Hz	Cycle 9 - Spindle dominant frequency (Hz) where spectral energy is maximum in N3 stage.
PE	cyc9_R_dom_freq_Hz	Cycle 9 - Spindle dominant frequency (Hz) where spectral energy is maximum in REM stage.
PF	cyc9_dom_freq_Hz	Cycle 9 - Spindle dominant frequency (Hz) where spectral energy is maximum in all stages.
PG	cyc9_N1_avg_freq_Hz	Cycle 9 - Spindle average frequency (Hz) counting peaks in N1 stage.
PH	cyc9_N2_avg_freq_Hz	Cycle 9 - Spindle average frequency (Hz) counting peaks in N2 stage.
PI	cyc9_N3_avg_freq_Hz	Cycle 9 - Spindle average frequency (Hz) counting peaks in N3 stage.
PJ	cyc9_R_avg_freq_Hz	Cycle 9 - Spindle average frequency (Hz) counting peaks in REM stage.
PK	cyc9_avg_freq_Hz	Cycle 9 - Spindle average frequency (Hz) counting peaks in all stages.
PL	cyc9_N1_amp_pkpk_uV	Cycle 9 - Average peak-to-peak amplitude (µV) in N1 stage.
PM	cyc9_N2_amp_pkpk_uV	Cycle 9 - Average peak-to-peak amplitude (µV) in N2 stage.
PN	cyc9_N3_amp_pkpk_uV	Cycle 9 - Average peak-to-peak amplitude (µV) in N3 stage.
PO	cyc9_R_amp_pkpk_uV	Cycle 9 - Average peak-to-peak amplitude (µV) in REM stage.
PP	cyc9_amp_pkpk_uV	Cycle 9 - Average peak-to-peak amplitude (µV) in all stages
PQ	cyc9_N1_amp_rms_uV	Cycle 9 - Average rms amplitude (µV) in N1 stage.
PR	cyc9_N2_amp_rms_uV	Cycle 9 - Average rms amplitude (µV) in N2 stage.
PS	cyc9_N3_amp_rms_uV	Cycle 9 - Average rms amplitude (µV) in N3 stage.
PT	cyc9_R_amp_rms_uV	Cycle 9 - Average rms amplitude (µV) in REM stage.
PU	cyc9_amp_rms_uV	Cycle 9 - Average rms (Root Mean Square) amplitude (µV) in all stages
