A	filename	PSG filename
KK	cyc4_N2_freq_Hz	Cycle 4 - Slow wave frequency (Hz) (inverse of the duration) in N2 stage.
KL	cyc4_N3_freq_Hz	Cycle 4 - Slow wave frequency (Hz) (inverse of the duration) in N3 stage.
KM	cyc4_R_freq_Hz	Cycle 4 - Slow wave frequency (Hz) (inverse of the duration) in REM stage.
KN	cyc4_freq_Hz	Cycle 4 - Slow wave frequency (Hz) (inverse of the duration).
KO	cyc4_N1_neg_amp_uV	Cycle 4 - Average slow wave negative peak amplitude (uV) in N1 stage.
KP	cyc4_N2_neg_amp_uV	Cycle 4 - Average slow wave negative peak amplitude (uV) in N2 stage.
KQ	cyc4_N3_neg_amp_uV	Cycle 4 - Average slow wave negative peak amplitude (uV) in N3 stage.
KR	cyc4_R_neg_amp_uV	Cycle 4 - Average slow wave negative peak amplitude (uV) in REM stage.
KS	cyc4_neg_amp_uV	Cycle 4 - Average slow wave negative peak amplitude (uV).
KT	cyc4_N1_neg_sec	Cycle 4 - Average slow wave negative duration (ms) in N1 stage.
KU	cyc4_N2_neg_sec	Cycle 4 - Average slow wave negative duration (ms) in N2 stage.
KV	cyc4_N3_neg_sec	Cycle 4 - Average slow wave negative duration (ms) in N3 stage.
KW	cyc4_R_neg_sec	Cycle 4 - Average slow wave negative duration (ms) in REM stage.
KX	cyc4_neg_sec	Cycle 4 - Average slow wave negative duration (ms)
KY	cyc4_N1_pos_sec	Cycle 4 - Average slow wave positive duration (ms) in N1 stage.
KZ	cyc4_N2_pos_sec	Cycle 4 - Average slow wave positive duration (ms) in N2 stage.
LA	cyc4_N3_pos_sec	Cycle 4 - Average slow wave positive duration (ms) in N3 stage.
LB	cyc4_R_pos_sec	Cycle 4 - Average slow wave positive duration (ms) in REM stage.
LC	cyc4_pos_sec	Cycle 4 -  Average slow wave positive duration (ms)
LD	cyc4_N1_slope_0_min	Cycle 4 - Average slow wave slope (uV/s) from 0 crossing to the min of the negative component in N1 stage.
LE	cyc4_N2_slope_0_min	Cycle 4 - Average slow wave slope (uV/s) from 0 crossing to the min of the negative component in N2 stage.
LF	cyc4_N3_slope_0_min	Cycle 4 - Average slow wave slope (uV/s) from 0 crossing to the min of the negative component in N3 stage.
LG	cyc4_R_slope_0_min	Cycle 4 - Average slow wave slope (uV/s) from 0 crossing to the min of the negative component in REM stage.
LH	cyc4_slope_0_min	Cycle 4 -  Average slow wave slope (uV/s) from 0 crossing to the min of the negative component.
LI	cyc4_N1_slope_min_max	Cycle 4 - Average slow wave slope (uV/s) from min to the max in N1 stage.
LJ	cyc4_N2_slope_min_max	Cycle 4 - Average slow wave slope (uV/s) from min to the max in N2 stage.
LK	cyc4_N3_slope_min_max	Cycle 4 - Average slow wave slope (uV/s) from min to the max in N3 stage.
LL	cyc4_R_slope_min_max	Cycle 4 - Average slow wave slope (uV/s) from min to the max in REM stage.
LM	cyc4_slope_min_max	Cycle 4 -  Average slow wave slope (uV/s) from min to the max.
LN	cyc4_N1_slope_max_0	Cycle 4 - Average slow wave slope (uV/s) from max of positive to the 0 crossing in N1 stage.
LO	cyc4_N2_slope_max_0	Cycle 4 - Average slow wave slope (uV/s) from max of positive to the 0 crossing in N2 stage.
LP	cyc4_N3_slope_max_0	Cycle 4 - Average slow wave slope (uV/s) from max of positive to the 0 crossing in N3 stage.
LQ	cyc4_R_slope_max_0	Cycle 4 - Average slow wave slope (uV/s) from max of positive to the 0 crossing in REM stage.
LR	cyc4_slope_max_0	Cycle 4 -  Average slow wave slope (uV/s) from max of positive to the 0 crossing.
LS	cyc4_N1_trans_freq_Hz	Cycle 4 -  Average slow wave transition frequency (Hz) in N1 stage.
LT	cyc4_N2_trans_freq_Hz	Cycle 4 -  Average slow wave transition frequency (Hz) in N2 stage.
LU	cyc4_N3_trans_freq_Hz	Cycle 4 -  Average slow wave transition frequency (Hz) in N3 stage.
LV	cyc4_R_trans_freq_Hz	Cycle 4 -  Average slow wave transition frequency (Hz) in REM stage.
LW	cyc4_trans_freq_Hz	Cycle 4 -   Average slow wave transition frequency (Hz)
LX	cyc5_valid_min	Cycle 5 - Valid (no artifact) duration (min) available for detection minus the REM periods if excluded.
LY	cyc5_N1_valid_min	Cycle 5 - Valid (no artifact) duration (min) in N1 stage available for detection minus the REM periods if excluded.
LZ	cyc5_N2_valid_min	Cycle 5 - Valid (no artifact) duration (min) in N2 stage available for detection minus the REM periods if excluded.
MA	cyc5_N3_valid_min	Cycle 5 - Valid (no artifact) duration (min) in N3 stage available for detection minus the REM periods if excluded.
MB	cyc5_R_valid_min	Cycle 5 - Valid (no artifact) duration (min) in REM stage available for detection.
MC	cyc5_min	Cycle 5 duration (min) minus the REM periods if excluded.
MD	cyc5_N1_sw_count	Cycle 5 - Slow wave count in N1 stage.
ME	cyc5_N2_sw_count	Cycle 5 - Slow wave count in N2 stage.
MF	cyc5_N3_sw_count	Cycle 5 - Slow wave count in N3 stage.
MG	cyc5_R_sw_count	Cycle 5 - Slow wave count in REM stage.
MH	cyc5_sw_count	Cycle 5 - Slow wave count in all stages.
MI	cyc5_N1_sw_sec	Cycle 5 - Average slow wave duration (s) in N1 stage.
MJ	cyc5_N2_sw_sec	Cycle 5 - Average slow wave duration (s) in N2 stage.
MK	cyc5_N3_sw_sec	Cycle 5 - Average slow wave duration (s) in N3 stage.
ML	cyc5_R_sw_sec	Cycle 5 - Average slow wave duration (s) in REM stage.
MM	cyc5_sw_sec	Cycle 5 - Average slow wave duration (s)
MN	cyc5_N1_pkpk_amp_uV	Cycle 5 - Average slow wave peak-to-peak amplitude (uV) in N1 stage.
MO	cyc5_N2_pkpk_amp_uV	Cycle 5 - Average slow wave peak-to-peak amplitude (uV) in N2 stage.
MP	cyc5_N3_pkpk_amp_uV	Cycle 5 - Average slow wave peak-to-peak amplitude (uV) in N3 stage.
MQ	cyc5_R_pkpk_amp_uV	Cycle 5 - Average slow wave peak-to-peak amplitude (uV) in REM stage.
MR	cyc5_pkpk_amp_uV	Cycle 5 - Average slow wave peak-to-peak amplitude (uV)
MS	cyc5_N1_freq_Hz	Cycle 5 - Slow wave frequency (Hz) (inverse of the duration) in N1 stage.
MT	cyc5_N2_freq_Hz	Cycle 5 - Slow wave frequency (Hz) (inverse of the duration) in N2 stage.
MU	cyc5_N3_freq_Hz	Cycle 5 - Slow wave frequency (Hz) (inverse of the duration) in N3 stage.
MV	cyc5_R_freq_Hz	Cycle 5 - Slow wave frequency (Hz) (inverse of the duration) in REM stage.
MW	cyc5_freq_Hz	Cycle 5 - Slow wave frequency (Hz) (inverse of the duration).
MX	cyc5_N1_neg_amp_uV	Cycle 5 - Average slow wave negative peak amplitude (uV) in N1 stage.
MY	cyc5_N2_neg_amp_uV	Cycle 5 - Average slow wave negative peak amplitude (uV) in N2 stage.
MZ	cyc5_N3_neg_amp_uV	Cycle 5 - Average slow wave negative peak amplitude (uV) in N3 stage.
NA	cyc5_R_neg_amp_uV	Cycle 5 - Average slow wave negative peak amplitude (uV) in REM stage.
NB	cyc5_neg_amp_uV	Cycle 5 - Average slow wave negative peak amplitude (uV).
NC	cyc5_N1_neg_sec	Cycle 5 - Average slow wave negative duration (ms) in N1 stage.
ND	cyc5_N2_neg_sec	Cycle 5 - Average slow wave negative duration (ms) in N2 stage.
NE	cyc5_N3_neg_sec	Cycle 5 - Average slow wave negative duration (ms) in N3 stage.
NF	cyc5_R_neg_sec	Cycle 5 - Average slow wave negative duration (ms) in REM stage.
NG	cyc5_neg_sec	Cycle 5 - Average slow wave negative duration (ms)
NH	cyc5_N1_pos_sec	Cycle 5 - Average slow wave positive duration (ms) in N1 stage.
NI	cyc5_N2_pos_sec	Cycle 5 - Average slow wave positive duration (ms) in N2 stage.
NJ	cyc5_N3_pos_sec	Cycle 5 - Average slow wave positive duration (ms) in N3 stage.
NK	cyc5_R_pos_sec	Cycle 5 - Average slow wave positive duration (ms) in REM stage.
NL	cyc5_pos_sec	Cycle 5 -  Average slow wave positive duration (ms)
NM	cyc5_N1_slope_0_min	Cycle 5 - Average slow wave slope (uV/s) from 0 crossing to the min of the negative component in N1 stage.
NN	cyc5_N2_slope_0_min	Cycle 5 - Average slow wave slope (uV/s) from 0 crossing to the min of the negative component in N2 stage.
NO	cyc5_N3_slope_0_min	Cycle 5 - Average slow wave slope (uV/s) from 0 crossing to the min of the negative component in N3 stage.
NP	cyc5_R_slope_0_min	Cycle 5 - Average slow wave slope (uV/s) from 0 crossing to the min of the negative component in REM stage.
NQ	cyc5_slope_0_min	Cycle 5 -  Average slow wave slope (uV/s) from 0 crossing to the min of the negative component.
NR	cyc5_N1_slope_min_max	Cycle 5 - Average slow wave slope (uV/s) from min to the max in N1 stage.
NS	cyc5_N2_slope_min_max	Cycle 5 - Average slow wave slope (uV/s) from min to the max in N2 stage.
NT	cyc5_N3_slope_min_max	Cycle 5 - Average slow wave slope (uV/s) from min to the max in N3 stage.
NU	cyc5_R_slope_min_max	Cycle 5 - Average slow wave slope (uV/s) from min to the max in REM stage.
NV	cyc5_slope_min_max	Cycle 5 -  Average slow wave slope (uV/s) from min to the max.
NW	cyc5_N1_slope_max_0	Cycle 5 - Average slow wave slope (uV/s) from max of positive to the 0 crossing in N1 stage.
NX	cyc5_N2_slope_max_0	Cycle 5 - Average slow wave slope (uV/s) from max of positive to the 0 crossing in N2 stage.
NY	cyc5_N3_slope_max_0	Cycle 5 - Average slow wave slope (uV/s) from max of positive to the 0 crossing in N3 stage.
NZ	cyc5_R_slope_max_0	Cycle 5 - Average slow wave slope (uV/s) from max of positive to the 0 crossing in REM stage.
OA	cyc5_slope_max_0	Cycle 5 -  Average slow wave slope (uV/s) from max of positive to the 0 crossing.
OB	cyc5_N1_trans_freq_Hz	Cycle 5 -  Average slow wave transition frequency (Hz) in N1 stage.
OC	cyc5_N2_trans_freq_Hz	Cycle 5 -  Average slow wave transition frequency (Hz) in N2 stage.
OD	cyc5_N3_trans_freq_Hz	Cycle 5 -  Average slow wave transition frequency (Hz) in N3 stage.
OE	cyc5_R_trans_freq_Hz	Cycle 5 -  Average slow wave transition frequency (Hz) in REM stage.
OF	cyc5_trans_freq_Hz	Cycle 5 -   Average slow wave transition frequency (Hz)
OG	cyc6_valid_min	Cycle 6 - Valid (no artifact) duration (min) available for detection minus the REM periods if excluded.
OH	cyc6_N1_valid_min	Cycle 6 - Valid (no artifact) duration (min) in N1 stage available for detection minus the REM periods if excluded.
OI	cyc6_N2_valid_min	Cycle 6 - Valid (no artifact) duration (min) in N2 stage available for detection minus the REM periods if excluded.
OJ	cyc6_N3_valid_min	Cycle 6 - Valid (no artifact) duration (min) in N3 stage available for detection minus the REM periods if excluded.
OK	cyc6_R_valid_min	Cycle 6 - Valid (no artifact) duration (min) in REM stage available for detection.
OL	cyc6_min	Cycle 6 duration (min) minus the REM periods if excluded.
OM	cyc6_N1_sw_count	Cycle 6 - Slow wave count in N1 stage.
ON	cyc6_N2_sw_count	Cycle 6 - Slow wave count in N2 stage.
OO	cyc6_N3_sw_count	Cycle 6 - Slow wave count in N3 stage.
OP	cyc6_R_sw_count	Cycle 6 - Slow wave count in REM stage.
OQ	cyc6_sw_count	Cycle 6 - Slow wave count in all stages.
OR	cyc6_N1_sw_sec	Cycle 6 - Average slow wave duration (s) in N1 stage.
OS	cyc6_N2_sw_sec	Cycle 6 - Average slow wave duration (s) in N2 stage.
OT	cyc6_N3_sw_sec	Cycle 6 - Average slow wave duration (s) in N3 stage.
OU	cyc6_R_sw_sec	Cycle 6 - Average slow wave duration (s) in REM stage.
OV	cyc6_sw_sec	Cycle 6 - Average slow wave duration (s)
OW	cyc6_N1_pkpk_amp_uV	Cycle 6 - Average slow wave peak-to-peak amplitude (uV) in N1 stage.
OX	cyc6_N2_pkpk_amp_uV	Cycle 6 - Average slow wave peak-to-peak amplitude (uV) in N2 stage.
OY	cyc6_N3_pkpk_amp_uV	Cycle 6 - Average slow wave peak-to-peak amplitude (uV) in N3 stage.
OZ	cyc6_R_pkpk_amp_uV	Cycle 6 - Average slow wave peak-to-peak amplitude (uV) in REM stage.
PA	cyc6_pkpk_amp_uV	Cycle 6 - Average slow wave peak-to-peak amplitude (uV)
PB	cyc6_N1_freq_Hz	Cycle 6 - Slow wave frequency (Hz) (inverse of the duration) in N1 stage.
PC	cyc6_N2_freq_Hz	Cycle 6 - Slow wave frequency (Hz) (inverse of the duration) in N2 stage.
PD	cyc6_N3_freq_Hz	Cycle 6 - Slow wave frequency (Hz) (inverse of the duration) in N3 stage.
PE	cyc6_R_freq_Hz	Cycle 6 - Slow wave frequency (Hz) (inverse of the duration) in REM stage.
PF	cyc6_freq_Hz	Cycle 6 - Slow wave frequency (Hz) (inverse of the duration).
PG	cyc6_N1_neg_amp_uV	Cycle 6 - Average slow wave negative peak amplitude (uV) in N1 stage.
PH	cyc6_N2_neg_amp_uV	Cycle 6 - Average slow wave negative peak amplitude (uV) in N2 stage.
PI	cyc6_N3_neg_amp_uV	Cycle 6 - Average slow wave negative peak amplitude (uV) in N3 stage.
PJ	cyc6_R_neg_amp_uV	Cycle 6 - Average slow wave negative peak amplitude (uV) in REM stage.
PK	cyc6_neg_amp_uV	Cycle 6 - Average slow wave negative peak amplitude (uV).
PL	cyc6_N1_neg_sec	Cycle 6 - Average slow wave negative duration (ms) in N1 stage.
PM	cyc6_N2_neg_sec	Cycle 6 - Average slow wave negative duration (ms) in N2 stage.
PN	cyc6_N3_neg_sec	Cycle 6 - Average slow wave negative duration (ms) in N3 stage.
PO	cyc6_R_neg_sec	Cycle 6 - Average slow wave negative duration (ms) in REM stage.
PP	cyc6_neg_sec	Cycle 6 - Average slow wave negative duration (ms)
PQ	cyc6_N1_pos_sec	Cycle 6 - Average slow wave positive duration (ms) in N1 stage.
PR	cyc6_N2_pos_sec	Cycle 6 - Average slow wave positive duration (ms) in N2 stage.
PS	cyc6_N3_pos_sec	Cycle 6 - Average slow wave positive duration (ms) in N3 stage.
PT	cyc6_R_pos_sec	Cycle 6 - Average slow wave positive duration (ms) in REM stage.
PU	cyc6_pos_sec	Cycle 6 -  Average slow wave positive duration (ms)
PV	cyc6_N1_slope_0_min	Cycle 6 - Average slow wave slope (uV/s) from 0 crossing to the min of the negative component in N1 stage.
PW	cyc6_N2_slope_0_min	Cycle 6 - Average slow wave slope (uV/s) from 0 crossing to the min of the negative component in N2 stage.
PX	cyc6_N3_slope_0_min	Cycle 6 - Average slow wave slope (uV/s) from 0 crossing to the min of the negative component in N3 stage.
PY	cyc6_R_slope_0_min	Cycle 6 - Average slow wave slope (uV/s) from 0 crossing to the min of the negative component in REM stage.
PZ	cyc6_slope_0_min	Cycle 6 -  Average slow wave slope (uV/s) from 0 crossing to the min of the negative component.
QA	cyc6_N1_slope_min_max	Cycle 6 - Average slow wave slope (uV/s) from min to the max in N1 stage.
QB	cyc6_N2_slope_min_max	Cycle 6 - Average slow wave slope (uV/s) from min to the max in N2 stage.
QC	cyc6_N3_slope_min_max	Cycle 6 - Average slow wave slope (uV/s) from min to the max in N3 stage.
QD	cyc6_R_slope_min_max	Cycle 6 - Average slow wave slope (uV/s) from min to the max in REM stage.
QE	cyc6_slope_min_max	Cycle 6 -  Average slow wave slope (uV/s) from min to the max.
QF	cyc6_N1_slope_max_0	Cycle 6 - Average slow wave slope (uV/s) from max of positive to the 0 crossing in N1 stage.
QG	cyc6_N2_slope_max_0	Cycle 6 - Average slow wave slope (uV/s) from max of positive to the 0 crossing in N2 stage.
QH	cyc6_N3_slope_max_0	Cycle 6 - Average slow wave slope (uV/s) from max of positive to the 0 crossing in N3 stage.
QI	cyc6_R_slope_max_0	Cycle 6 - Average slow wave slope (uV/s) from max of positive to the 0 crossing in REM stage.
QJ	cyc6_slope_max_0	Cycle 6 -  Average slow wave slope (uV/s) from max of positive to the 0 crossing.
QK	cyc6_N1_trans_freq_Hz	Cycle 6 -  Average slow wave transition frequency (Hz) in N1 stage.
QL	cyc6_N2_trans_freq_Hz	Cycle 6 -  Average slow wave transition frequency (Hz) in N2 stage.
QM	cyc6_N3_trans_freq_Hz	Cycle 6 -  Average slow wave transition frequency (Hz) in N3 stage.
QN	cyc6_R_trans_freq_Hz	Cycle 6 -  Average slow wave transition frequency (Hz) in REM stage.
QO	cyc6_trans_freq_Hz	Cycle 6 -   Average slow wave transition frequency (Hz)
QP	cyc7_valid_min	Cycle 7 - Valid (no artifact) duration (min) available for detection minus the REM periods if excluded.
QQ	cyc7_N1_valid_min	Cycle 7 - Valid (no artifact) duration (min) in N1 stage available for detection minus the REM periods if excluded.
QR	cyc7_N2_valid_min	Cycle 7 - Valid (no artifact) duration (min) in N2 stage available for detection minus the REM periods if excluded.
QS	cyc7_N3_valid_min	Cycle 7 - Valid (no artifact) duration (min) in N3 stage available for detection minus the REM periods if excluded.
QT	cyc7_R_valid_min	Cycle 7 - Valid (no artifact) duration (min) in REM stage available for detection.
QU	cyc7_min	Cycle 7 duration (min) minus the REM periods if excluded.
QV	cyc7_N1_sw_count	Cycle 7 - Slow wave count in N1 stage.
QW	cyc7_N2_sw_count	Cycle 7 - Slow wave count in N2 stage.
QX	cyc7_N3_sw_count	Cycle 7 - Slow wave count in N3 stage.
QY	cyc7_R_sw_count	Cycle 7 - Slow wave count in REM stage.
QZ	cyc7_sw_count	Cycle 7 - Slow wave count in all stages.
RA	cyc7_N1_sw_sec	Cycle 7 - Average slow wave duration (s) in N1 stage.
RB	cyc7_N2_sw_sec	Cycle 7 - Average slow wave duration (s) in N2 stage.
RC	cyc7_N3_sw_sec	Cycle 7 - Average slow wave duration (s) in N3 stage.
RD	cyc7_R_sw_sec	Cycle 7 - Average slow wave duration (s) in REM stage.
RE	cyc7_sw_sec	Cycle 7 - Average slow wave duration (s)
RF	cyc7_N1_pkpk_amp_uV	Cycle 7 - Average slow wave peak-to-peak amplitude (uV) in N1 stage.
RG	cyc7_N2_pkpk_amp_uV	Cycle 7 - Average slow wave peak-to-peak amplitude (uV) in N2 stage.
RH	cyc7_N3_pkpk_amp_uV	Cycle 7 - Average slow wave peak-to-peak amplitude (uV) in N3 stage.
RI	cyc7_R_pkpk_amp_uV	Cycle 7 - Average slow wave peak-to-peak amplitude (uV) in REM stage.
RJ	cyc7_pkpk_amp_uV	Cycle 7 - Average slow wave peak-to-peak amplitude (uV)
RK	cyc7_N1_freq_Hz	Cycle 7 - Slow wave frequency (Hz) (inverse of the duration) in N1 stage.
RL	cyc7_N2_freq_Hz	Cycle 7 - Slow wave frequency (Hz) (inverse of the duration) in N2 stage.
RM	cyc7_N3_freq_Hz	Cycle 7 - Slow wave frequency (Hz) (inverse of the duration) in N3 stage.
RN	cyc7_R_freq_Hz	Cycle 7 - Slow wave frequency (Hz) (inverse of the duration) in REM stage.
RO	cyc7_freq_Hz	Cycle 7 - Slow wave frequency (Hz) (inverse of the duration).
RP	cyc7_N1_neg_amp_uV	Cycle 7 - Average slow wave negative peak amplitude (uV) in N1 stage.
RQ	cyc7_N2_neg_amp_uV	Cycle 7 - Average slow wave negative peak amplitude (uV) in N2 stage.
RR	cyc7_N3_neg_amp_uV	Cycle 7 - Average slow wave negative peak amplitude (uV) in N3 stage.
RS	cyc7_R_neg_amp_uV	Cycle 7 - Average slow wave negative peak amplitude (uV) in REM stage.
RT	cyc7_neg_amp_uV	Cycle 7 - Average slow wave negative peak amplitude (uV).
RU	cyc7_N1_neg_sec	Cycle 7 - Average slow wave negative duration (ms) in N1 stage.
RV	cyc7_N2_neg_sec	Cycle 7 - Average slow wave negative duration (ms) in N2 stage.
RW	cyc7_N3_neg_sec	Cycle 7 - Average slow wave negative duration (ms) in N3 stage.
RX	cyc7_R_neg_sec	Cycle 7 - Average slow wave negative duration (ms) in REM stage.
RY	cyc7_neg_sec	Cycle 7 - Average slow wave negative duration (ms)
RZ	cyc7_N1_pos_sec	Cycle 7 - Average slow wave positive duration (ms) in N1 stage.
SA	cyc7_N2_pos_sec	Cycle 7 - Average slow wave positive duration (ms) in N2 stage.
SB	cyc7_N3_pos_sec	Cycle 7 - Average slow wave positive duration (ms) in N3 stage.
SC	cyc7_R_pos_sec	Cycle 7 - Average slow wave positive duration (ms) in REM stage.
SD	cyc7_pos_sec	Cycle 7 -  Average slow wave positive duration (ms)
SE	cyc7_N1_slope_0_min	Cycle 7 - Average slow wave slope (uV/s) from 0 crossing to the min of the negative component in N1 stage.
SF	cyc7_N2_slope_0_min	Cycle 7 - Average slow wave slope (uV/s) from 0 crossing to the min of the negative component in N2 stage.
SG	cyc7_N3_slope_0_min	Cycle 7 - Average slow wave slope (uV/s) from 0 crossing to the min of the negative component in N3 stage.
SH	cyc7_R_slope_0_min	Cycle 7 - Average slow wave slope (uV/s) from 0 crossing to the min of the negative component in REM stage.
SI	cyc7_slope_0_min	Cycle 7 -  Average slow wave slope (uV/s) from 0 crossing to the min of the negative component.
SJ	cyc7_N1_slope_min_max	Cycle 7 - Average slow wave slope (uV/s) from min to the max in N1 stage.
SK	cyc7_N2_slope_min_max	Cycle 7 - Average slow wave slope (uV/s) from min to the max in N2 stage.
SL	cyc7_N3_slope_min_max	Cycle 7 - Average slow wave slope (uV/s) from min to the max in N3 stage.
SM	cyc7_R_slope_min_max	Cycle 7 - Average slow wave slope (uV/s) from min to the max in REM stage.
SN	cyc7_slope_min_max	Cycle 7 -  Average slow wave slope (uV/s) from min to the max.
SO	cyc7_N1_slope_max_0	Cycle 7 - Average slow wave slope (uV/s) from max of positive to the 0 crossing in N1 stage.
SP	cyc7_N2_slope_max_0	Cycle 7 - Average slow wave slope (uV/s) from max of positive to the 0 crossing in N2 stage.
SQ	cyc7_N3_slope_max_0	Cycle 7 - Average slow wave slope (uV/s) from max of positive to the 0 crossing in N3 stage.
SR	cyc7_R_slope_max_0	Cycle 7 - Average slow wave slope (uV/s) from max of positive to the 0 crossing in REM stage.
SS	cyc7_slope_max_0	Cycle 7 -  Average slow wave slope (uV/s) from max of positive to the 0 crossing.
ST	cyc7_N1_trans_freq_Hz	Cycle 7 -  Average slow wave transition frequency (Hz) in N1 stage.
SU	cyc7_N2_trans_freq_Hz	Cycle 7 -  Average slow wave transition frequency (Hz) in N2 stage.
SV	cyc7_N3_trans_freq_Hz	Cycle 7 -  Average slow wave transition frequency (Hz) in N3 stage.
SW	cyc7_R_trans_freq_Hz	Cycle 7 -  Average slow wave transition frequency (Hz) in REM stage.
SX	cyc7_trans_freq_Hz	Cycle 7 -   Average slow wave transition frequency (Hz)
SY	cyc8_valid_min	Cycle 8 - Valid (no artifact) duration (min) available for detection minus the REM periods if excluded.
SZ	cyc8_N1_valid_min	Cycle 8 - Valid (no artifact) duration (min) in N1 stage available for detection minus the REM periods if excluded.
TA	cyc8_N2_valid_min	Cycle 8 - Valid (no artifact) duration (min) in N2 stage available for detection minus the REM periods if excluded.
TB	cyc8_N3_valid_min	Cycle 8 - Valid (no artifact) duration (min) in N3 stage available for detection minus the REM periods if excluded.
TC	cyc8_R_valid_min	Cycle 8 - Valid (no artifact) duration (min) in REM stage available for detection.
TD	cyc8_min	Cycle 8 duration (min) minus the REM periods if excluded.
TE	cyc8_N1_sw_count	Cycle 8 - Slow wave count in N1 stage.
TF	cyc8_N2_sw_count	Cycle 8 - Slow wave count in N2 stage.
TG	cyc8_N3_sw_count	Cycle 8 - Slow wave count in N3 stage.
TH	cyc8_R_sw_count	Cycle 8 - Slow wave count in REM stage.
TI	cyc8_sw_count	Cycle 8 - Slow wave count in all stages.
TJ	cyc8_N1_sw_sec	Cycle 8 - Average slow wave duration (s) in N1 stage.
TK	cyc8_N2_sw_sec	Cycle 8 - Average slow wave duration (s) in N2 stage.
TL	cyc8_N3_sw_sec	Cycle 8 - Average slow wave duration (s) in N3 stage.
TM	cyc8_R_sw_sec	Cycle 8 - Average slow wave duration (s) in REM stage.
TN	cyc8_sw_sec	Cycle 8 - Average slow wave duration (s)
TO	cyc8_N1_pkpk_amp_uV	Cycle 8 - Average slow wave peak-to-peak amplitude (uV) in N1 stage.
TP	cyc8_N2_pkpk_amp_uV	Cycle 8 - Average slow wave peak-to-peak amplitude (uV) in N2 stage.
TQ	cyc8_N3_pkpk_amp_uV	Cycle 8 - Average slow wave peak-to-peak amplitude (uV) in N3 stage.
TR	cyc8_R_pkpk_amp_uV	Cycle 8 - Average slow wave peak-to-peak amplitude (uV) in REM stage.
TS	cyc8_pkpk_amp_uV	Cycle 8 - Average slow wave peak-to-peak amplitude (uV)
TT	cyc8_N1_freq_Hz	Cycle 8 - Slow wave frequency (Hz) (inverse of the duration) in N1 stage.
TU	cyc8_N2_freq_Hz	Cycle 8 - Slow wave frequency (Hz) (inverse of the duration) in N2 stage.
TV	cyc8_N3_freq_Hz	Cycle 8 - Slow wave frequency (Hz) (inverse of the duration) in N3 stage.
TW	cyc8_R_freq_Hz	Cycle 8 - Slow wave frequency (Hz) (inverse of the duration) in REM stage.
TX	cyc8_freq_Hz	Cycle 8 - Slow wave frequency (Hz) (inverse of the duration).
TY	cyc8_N1_neg_amp_uV	Cycle 8 - Average slow wave negative peak amplitude (uV) in N1 stage.
TZ	cyc8_N2_neg_amp_uV	Cycle 8 - Average slow wave negative peak amplitude (uV) in N2 stage.
UA	cyc8_N3_neg_amp_uV	Cycle 8 - Average slow wave negative peak amplitude (uV) in N3 stage.
UB	cyc8_R_neg_amp_uV	Cycle 8 - Average slow wave negative peak amplitude (uV) in REM stage.
UC	cyc8_neg_amp_uV	Cycle 8 - Average slow wave negative peak amplitude (uV).
UD	cyc8_N1_neg_sec	Cycle 8 - Average slow wave negative duration (ms) in N1 stage.
UE	cyc8_N2_neg_sec	Cycle 8 - Average slow wave negative duration (ms) in N2 stage.
UF	cyc8_N3_neg_sec	Cycle 8 - Average slow wave negative duration (ms) in N3 stage.
UG	cyc8_R_neg_sec	Cycle 8 - Average slow wave negative duration (ms) in REM stage.
UH	cyc8_neg_sec	Cycle 8 - Average slow wave negative duration (ms)
UI	cyc8_N1_pos_sec	Cycle 8 - Average slow wave positive duration (ms) in N1 stage.
UJ	cyc8_N2_pos_sec	Cycle 8 - Average slow wave positive duration (ms) in N2 stage.
UK	cyc8_N3_pos_sec	Cycle 8 - Average slow wave positive duration (ms) in N3 stage.
UL	cyc8_R_pos_sec	Cycle 8 - Average slow wave positive duration (ms) in REM stage.
UM	cyc8_pos_sec	Cycle 8 -  Average slow wave positive duration (ms)
UN	cyc8_N1_slope_0_min	Cycle 8 - Average slow wave slope (uV/s) from 0 crossing to the min of the negative component in N1 stage.
UO	cyc8_N2_slope_0_min	Cycle 8 - Average slow wave slope (uV/s) from 0 crossing to the min of the negative component in N2 stage.
UP	cyc8_N3_slope_0_min	Cycle 8 - Average slow wave slope (uV/s) from 0 crossing to the min of the negative component in N3 stage.
UQ	cyc8_R_slope_0_min	Cycle 8 - Average slow wave slope (uV/s) from 0 crossing to the min of the negative component in REM stage.
UR	cyc8_slope_0_min	Cycle 8 -  Average slow wave slope (uV/s) from 0 crossing to the min of the negative component.
US	cyc8_N1_slope_min_max	Cycle 8 - Average slow wave slope (uV/s) from min to the max in N1 stage.
UT	cyc8_N2_slope_min_max	Cycle 8 - Average slow wave slope (uV/s) from min to the max in N2 stage.
UU	cyc8_N3_slope_min_max	Cycle 8 - Average slow wave slope (uV/s) from min to the max in N3 stage.
UV	cyc8_R_slope_min_max	Cycle 8 - Average slow wave slope (uV/s) from min to the max in REM stage.
UW	cyc8_slope_min_max	Cycle 8 -  Average slow wave slope (uV/s) from min to the max.
UX	cyc8_N1_slope_max_0	Cycle 8 - Average slow wave slope (uV/s) from max of positive to the 0 crossing in N1 stage.
UY	cyc8_N2_slope_max_0	Cycle 8 - Average slow wave slope (uV/s) from max of positive to the 0 crossing in N2 stage.
